City,Year,Month,satellite_aod,satellite_no2,satellite_co,_source
Aizawl,2015,7,0.40531909131156674,3491084866836884.5,0.02783337811100805,simulated
Aizawl,2015,8,0.16538654004428396,1471707939663836.2,0.034722718883006105,simulated
Aizawl,2015,9,0.3198776672338124,3321764729812620.0,0.0350484179326037,simulated
Aizawl,2015,10,0.7417331698097126,4104608741562716.0,0.07335675578799869,simulated
Aizawl,2015,11,0.2488864560148923,4260269210769435.5,0.06983965868200484,simulated
Aizawl,2015,12,0.6242581838250274,966441449644659.6,0.06514727617084608,simulated
Aizawl,2016,1,0.5848771464014219,2230362692398432.5,0.05480284569880383,simulated
Aizawl,2016,2,0.5247125420261616,1239649305089684.0,0.025713508993199394,simulated
Aizawl,2016,3,0.24085174782261692,580659181337926.1,0.038084351147326924,simulated
Aizawl,2016,4,0.19827000746802423,3511100856522687.5,0.04724759490772343,simulated
Aizawl,2016,5,0.3407482079519789,3454153875353001.5,0.04502548204098629,simulated
Aizawl,2016,6,0.3095721328853709,1535119930256233.5,0.037455773193764114,simulated
Aizawl,2016,7,0.21318374734212286,3497506197583333.5,0.021081923914342302,simulated
Aizawl,2016,8,0.2281110887369336,3301159540010677.0,0.022185489313216726,simulated
Aizawl,2016,9,0.24672064772224345,3424196376856992.0,0.04271384419310677,simulated
Aizawl,2016,10,0.6592014657256677,2304044857728867.0,0.04116311945565002,simulated
Aizawl,2016,11,0.30243817867751505,3668365526917798.5,0.0768979505172681,simulated
Aizawl,2016,12,0.8680157798084913,5806396458394508.0,0.0663395793166386,simulated
Aizawl,2017,1,0.7713331073478742,6137017380264244.0,0.06006842414723691,simulated
Aizawl,2017,2,0.3842008887382844,716678809434760.6,0.04648029405682694,simulated
Aizawl,2017,3,0.5301252830933249,2018277234610304.8,0.02099771948892207,simulated
Aizawl,2017,4,0.26092340644585293,837579303148283.8,0.02265089726749242,simulated
Aizawl,2017,5,0.4017814626312679,629391092455727.8,0.048261061543016626,simulated
Aizawl,2017,6,0.527283043650703,3323075004022438.5,0.026894562899861536,simulated
Aizawl,2017,7,0.3700530771059264,1853537998402211.5,0.025603107004075327,simulated
Aizawl,2017,8,0.4342010119723353,2664341969144645.0,0.03271544157702873,simulated
Aizawl,2017,9,0.25600481964665434,1053181316844987.8,0.03599957375156088,simulated
Aizawl,2017,10,0.47048033966980385,5777033371458519.0,0.03323344675915453,simulated
Aizawl,2017,11,0.6137634767703041,6040327374522216.0,0.03690490484950787,simulated
Aizawl,2017,12,0.9370987875432354,3465410737987951.5,0.06550457420289789,simulated
Aizawl,2018,1,0.2953767366785773,3240105158364453.0,0.06951527292810969,simulated
Aizawl,2018,2,0.3997939618049098,2855370895830512.5,0.043800859177425225,simulated
Aizawl,2018,3,0.47823899972416917,3743885746555691.5,0.036617214420993915,simulated
Aizawl,2018,4,0.4686863210052101,3267245240294165.0,0.036054471164990956,simulated
Aizawl,2018,5,0.5713508837958161,2844433871481632.5,0.02231593620238468,simulated
Aizawl,2018,6,0.5928410769881558,965984267123297.6,0.046186751796446275,simulated
Aizawl,2018,7,0.36565279915461335,3758078057112047.5,0.04350127958161866,simulated
Aizawl,2018,8,0.2442839988599395,2500289436204872.5,0.04281273637679482,simulated
Aizawl,2018,9,0.269112562227527,2148756672305633.8,0.039998171916682645,simulated
Aizawl,2018,10,0.8641621592425667,4782731811507427.0,0.0754822220713473,simulated
Aizawl,2018,11,0.2562534108608637,2426112786389396.0,0.057421259363214606,simulated
Aizawl,2018,12,0.25158270563502255,1667053414475011.0,0.06563275598445693,simulated
Aizawl,2019,1,0.7985218516909746,1197635856215665.2,0.04984031137112574,simulated
Aizawl,2019,2,0.24945240953119105,1126356208895390.5,0.03666765096940342,simulated
Aizawl,2019,3,0.5064692500394583,2497983038747162.0,0.028945662191205188,simulated
Aizawl,2019,4,0.347514891105592,2593925557425071.5,0.03986912414443225,simulated
Aizawl,2019,5,0.20183514120024887,3979750169473661.0,0.021415649379713787,simulated
Aizawl,2019,6,0.4227640486222335,1289173122456171.5,0.028040171705524322,simulated
Aizawl,2019,7,0.23701685582672777,543188186305981.4,0.025990677320958305,simulated
Aizawl,2019,8,0.5093770845103155,2273323266384182.5,0.045260762988325515,simulated
Aizawl,2019,9,0.23199772238432387,1573601662610710.0,0.020421673631759785,simulated
Aizawl,2019,10,0.4333136870017213,1893728665570046.0,0.052261303081543135,simulated
Aizawl,2019,11,0.6001862629081921,1988217302264004.0,0.07708818355120073,simulated
Aizawl,2019,12,0.4350907209559747,6367153460582091.0,0.044681446132029116,simulated
Aizawl,2020,1,0.7513007057821321,4766392695489379.0,0.06090037522992109,simulated
Aizawl,2020,2,0.5755759774401147,2743831262962993.0,0.024759045791784874,simulated
Aizawl,2020,3,0.16954710923688673,3314044327514263.0,0.023654377120041863,simulated
Aizawl,2020,4,0.2624494860384499,1010626639865711.2,0.043056859797933965,simulated
Aizawl,2020,5,0.5143124513335092,2795705349860537.5,0.02593230044925603,simulated
Aizawl,2020,6,0.3446309069167473,2030146583777376.0,0.042477735649175244,simulated
Aizawl,2020,7,0.5154477707348154,814685143714604.6,0.046660925519724034,simulated
Amaravati,2015,1,0.8389074846806261,5973864656860712.0,0.07389167422441498,simulated
Amaravati,2015,2,0.5337286444983779,924893927963236.2,0.03401881128741041,simulated
Amaravati,2015,3,0.37911140601612264,2131470436741376.0,0.04394589090350918,simulated
Amaravati,2015,4,0.2238339967419648,1856486074306329.5,0.04492560105500924,simulated
Amaravati,2015,5,0.36812576911448963,562184722715088.75,0.03569258753224969,simulated
Amaravati,2015,6,0.21610979724891322,3668497971958633.5,0.033735170789853844,simulated
Amaravati,2015,7,0.4126543255968188,1175810127144544.5,0.04870608131047162,simulated
Amaravati,2015,8,0.26483345383282714,1979353283256544.8,0.023780040175156475,simulated
Amaravati,2015,9,0.42422645082357247,3592159877500353.0,0.03430998492825994,simulated
Amaravati,2015,10,0.4822960246083925,3886540980816086.5,0.06758989144249863,simulated
Amaravati,2015,11,0.7793742378764101,2551475283217469.0,0.04579173475845877,simulated
Amaravati,2015,12,0.31735596450125636,987552940612054.2,0.053887486248563876,simulated
Amaravati,2016,1,0.5778034372191074,2415054003133723.5,0.07922052795893077,simulated
Amaravati,2016,2,0.5050359817724934,2645385985845468.0,0.04791405067633625,simulated
Amaravati,2016,3,0.3251255567721071,2261332482891852.0,0.03507463841104122,simulated
Amaravati,2016,4,0.5207255691259967,1984773496326677.0,0.03762494528604002,simulated
Amaravati,2016,5,0.4056777560992135,1114644206953308.2,0.04900959870368796,simulated
Amaravati,2016,6,0.15025582183927041,2370729172845761.0,0.04318123692092912,simulated
Amaravati,2016,7,0.3757855009645503,1528698843179312.0,0.04524586708628316,simulated
Amaravati,2016,8,0.4908369505146001,1900029603726878.5,0.031164263713323925,simulated
Amaravati,2016,9,0.5921960003031317,2775383961902707.5,0.03534654746088073,simulated
Amaravati,2016,10,0.5235320123810328,3926337574814314.5,0.06993704243955239,simulated
Amaravati,2016,11,0.36942760953569515,2871514618604858.5,0.0549719374418313,simulated
Amaravati,2016,12,0.6052170562204091,2693245094134186.5,0.06794742270285369,simulated
Amaravati,2017,1,0.5422346209632599,3208511175106861.5,0.040465918903318604,simulated
Amaravati,2017,2,0.438367437497731,1158752464217350.0,0.027869711718693416,simulated
Amaravati,2017,3,0.35094304242392294,2974228430674316.0,0.023338693329425224,simulated
Amaravati,2017,4,0.38514463018837636,2910662960919214.0,0.023327322300055874,simulated
Amaravati,2017,5,0.33399992830222686,1874812442150734.2,0.04404250872157889,simulated
Amaravati,2017,6,0.4438106163845671,3953935498325108.0,0.04589246948893551,simulated
Amaravati,2017,7,0.4050928149335551,3481782344326885.0,0.04558086537566098,simulated
Amaravati,2017,8,0.29795565128483975,596109309120782.8,0.0359582271805758,simulated
Amaravati,2017,9,0.15654584564780555,2105836092324990.0,0.029532082843569583,simulated
Amaravati,2017,10,0.7556222808232562,3132015564982673.0,0.05444443680634717,simulated
Amaravati,2017,11,0.7781225699045065,1217115763831125.8,0.05209222150284609,simulated
Amaravati,2017,12,0.9249804287491573,3189937079430529.0,0.036820123584685865,simulated
Amaravati,2018,1,0.46041142186563633,5093855571149526.0,0.053974844780752096,simulated
Amaravati,2018,2,0.1618840845377489,3598766592796536.5,0.02032021511043022,simulated
Amaravati,2018,3,0.49638097140224946,1345172244676267.5,0.04428986848928858,simulated
Amaravati,2018,4,0.4604749957680061,2006024032169077.5,0.026243299724182705,simulated
Amaravati,2018,5,0.39393775736765546,2198976799999725.8,0.020317915319362997,simulated
Amaravati,2018,6,0.26843299755802097,2328643276869820.5,0.02625505365053098,simulated
Amaravati,2018,7,0.5449297959952112,2530826721014460.0,0.037848592879474965,simulated
Amaravati,2018,8,0.15523518756919719,2906620210895154.5,0.029920334215290348,simulated
Amaravati,2018,9,0.5929132362269228,2598673368761513.0,0.03564890303190875,simulated
Amaravati,2018,10,0.6826992298717371,3726407348862619.5,0.058389437880949704,simulated
Amaravati,2018,11,0.38389769304530824,1405319160405880.0,0.05504091658339371,simulated
Amaravati,2018,12,0.5319638079851864,1416926383530229.5,0.04074919459409068,simulated
Amaravati,2019,1,0.7410312187550288,4052569810053830.5,0.06403045378131392,simulated
Amaravati,2019,2,0.16070675720547736,1763710751163870.2,0.04148743494228971,simulated
Amaravati,2019,3,0.44798395429033044,2597075638995087.0,0.048177481379500495,simulated
Amaravati,2019,4,0.22286686154680424,2308432686656864.0,0.02607842790490175,simulated
Amaravati,2019,5,0.5079322092037527,977080817852707.2,0.02870643241515074,simulated
Amaravati,2019,6,0.29716875972572526,3211805664834475.5,0.026351949892534227,simulated
Amaravati,2019,7,0.3460182479998898,3697049685037434.5,0.02303731825125254,simulated
Amaravati,2019,8,0.5178130078414033,740241892871998.6,0.037677603538749854,simulated
Amaravati,2019,9,0.3073463482875914,2922822948833993.5,0.029738895231970222,simulated
Amaravati,2019,10,0.5464326923274684,5529691528183960.0,0.038951294798450366,simulated
Amaravati,2019,11,0.38756669244185427,808761481487013.0,0.06133108692993616,simulated
Amaravati,2019,12,0.6521937646581529,6088539838810877.0,0.034972079782449476,simulated
Amaravati,2020,1,0.8370817010030618,6309295156358744.0,0.04754746925525996,simulated
Amaravati,2020,2,0.31340314053613005,1750876113349374.5,0.03875680388239492,simulated
Amaravati,2020,3,0.3159933334709972,2489317563280105.5,0.041466912225334454,simulated
Amaravati,2020,4,0.17530997953594618,3526532552094443.5,0.03797861158617433,simulated
Amaravati,2020,5,0.24590360194336786,1522254836823533.0,0.03802051068043603,simulated
Amaravati,2020,6,0.2569920864543899,2232657040435262.2,0.04303617220078973,simulated
Amaravati,2020,7,0.34821399136827924,1339121202259655.5,0.026498329176839253,simulated
Amritsar,2015,1,0.7001891251654847,5444331608383118.0,0.07855718555067928,simulated
Amritsar,2015,2,0.5438976828873444,1057550883542537.5,0.048659832142240685,simulated
Amritsar,2015,3,0.23344216892310155,3201824755205837.0,0.02232572382610756,simulated
Amritsar,2015,4,0.4080085384571476,1952974144757062.5,0.04188550528063584,simulated
Amritsar,2015,5,0.2900106550683449,1479547739806464.8,0.03303062474287339,simulated
Amritsar,2015,6,0.23480194897199885,2865302266506141.0,0.037510937479366416,simulated
Amritsar,2015,7,0.490980529918815,3495819066703924.0,0.033233706862021054,simulated
Amritsar,2015,8,0.30711731734074377,3061955039638701.5,0.027172746965620827,simulated
Amritsar,2015,9,0.5739612732068246,1158930828894884.0,0.03816548143227774,simulated
Amritsar,2015,10,0.7616337162012322,4336533116800549.0,0.05803121365770583,simulated
Amritsar,2015,11,0.4031395241137392,1255585530374071.8,0.06872464610795047,simulated
Amritsar,2015,12,0.8215095205362026,6107216253359964.0,0.04430758208272181,simulated
Amritsar,2016,1,0.2584085777431815,4461263215831191.5,0.040366150027369915,simulated
Amritsar,2016,2,0.5868023357269305,546690931154458.75,0.020115848409857966,simulated
Amritsar,2016,3,0.2015027348173244,3453218483271466.5,0.04110670953844655,simulated
Amritsar,2016,4,0.42015260465101056,3186065264819828.0,0.04018216758942618,simulated
Amritsar,2016,5,0.27492312258724394,521205560855806.1,0.023354224295111387,simulated
Amritsar,2016,6,0.2975552675607132,1269037465238634.5,0.023302372007407184,simulated
Amritsar,2016,7,0.42068879967929995,1164551940348387.5,0.021731825325687792,simulated
Amritsar,2016,8,0.5760832311392173,2355836859137402.0,0.028591747470303262,simulated
Amritsar,2016,9,0.2424439772699336,2645745167494973.0,0.03689756914041209,simulated
Amritsar,2016,10,0.4206714617645572,977520573849156.5,0.03345134446778025,simulated
Amritsar,2016,11,0.9554263345255353,3471327397701734.0,0.05648475170718135,simulated
Amritsar,2016,12,0.2823248928021724,3357511516168676.0,0.04853320578768794,simulated
Amritsar,2017,1,0.7003674905959573,3114515066452160.5,0.07683061272898212,simulated
Amritsar,2017,2,0.3416808559623434,2605901969876028.0,0.045418713571242234,simulated
Amritsar,2017,3,0.5252571338278781,2129522788968467.8,0.039210504138577004,simulated
Amritsar,2017,4,0.263913057885091,1005470237653253.4,0.024722583536512032,simulated
Amritsar,2017,5,0.1652894499816984,3967787518646604.0,0.034813410031555594,simulated
Amritsar,2017,6,0.18092427179156684,3890340763794300.0,0.022424301035336262,simulated
Amritsar,2017,7,0.27585967005457884,3143003277537773.5,0.03557543126466628,simulated
Amritsar,2017,8,0.2805228413152413,1464397861936301.8,0.024159620151331523,simulated
Amritsar,2017,9,0.4105361460604078,968594464146603.2,0.03848596257173862,simulated
Amritsar,2017,10,0.2922503859780323,4185664516913864.0,0.051725998424331635,simulated
Amritsar,2017,11,0.4812784214893056,5610338803841167.0,0.05510761828748684,simulated
Amritsar,2017,12,0.3080497959501616,1533990646488550.8,0.06238757968021973,simulated
Amritsar,2018,1,0.9425045564419352,6020350234831059.0,0.052812975073409096,simulated
Amritsar,2018,2,0.3156774453962249,1044681079437090.2,0.03389334880546189,simulated
Amritsar,2018,3,0.4403547670633864,1861979589973089.2,0.02354313892166486,simulated
Amritsar,2018,4,0.18381730107464883,3583762681753587.0,0.04392397552980344,simulated
Amritsar,2018,5,0.2263658239259461,1495855964950415.5,0.024936004602576525,simulated
Amritsar,2018,6,0.2941206866311613,1859470067465846.5,0.042875155382965255,simulated
Amritsar,2018,7,0.2210090050035462,3741951024957845.5,0.044094387030033745,simulated
Amritsar,2018,8,0.44151327852530886,801689901328099.6,0.04884635038962459,simulated
Amritsar,2018,9,0.4332198261586667,3129353931680852.5,0.036015183562258274,simulated
Amritsar,2018,10,0.28115184673731775,2646370129583084.0,0.042079760069212754,simulated
Amritsar,2018,11,0.3313199315638403,5610722531703146.0,0.06411830628872627,simulated
Amritsar,2018,12,0.8845354445397983,4251143199227050.0,0.055614046688929344,simulated
Amritsar,2019,1,0.7059999025215998,4542091110884287.0,0.037469264662761105,simulated
Amritsar,2019,2,0.49856363717989693,3982046671648515.0,0.02636619016386571,simulated
Amritsar,2019,3,0.47398583581850406,2735175406627838.5,0.028823768106588595,simulated
Amritsar,2019,4,0.1616111561805792,1998411949539435.8,0.03374582944825655,simulated
Amritsar,2019,5,0.20337054609113867,3088526238710612.0,0.0268113117814195,simulated
Amritsar,2019,6,0.48379678898661416,2867773022701977.5,0.045173230437948526,simulated
Amritsar,2019,7,0.27779722365152515,3126119457622064.0,0.046309629936351716,simulated
Amritsar,2019,8,0.3187219004436888,1512636457369339.5,0.045523433193767296,simulated
Amritsar,2019,9,0.5834123994286587,669755194716874.8,0.03201791612807975,simulated
Amritsar,2019,10,0.889043804765222,6353989150812796.0,0.05694167779962072,simulated
Amritsar,2019,11,0.45062486054546247,6349332338496082.0,0.05234233219535376,simulated
Amritsar,2019,12,0.437238040897334,5929832091583166.0,0.03478306120004901,simulated
Amritsar,2020,1,0.4267378462186271,1025271447365389.6,0.07053913852631448,simulated
Amritsar,2020,2,0.4127096473790197,1514288136404179.2,0.028237446101466265,simulated
Amritsar,2020,3,0.5812343931411225,2378292196779446.0,0.03513754464114505,simulated
Amritsar,2020,4,0.5925519098473866,3628792382998903.5,0.04825777348997212,simulated
Amritsar,2020,5,0.4759480608190563,2770042144848987.0,0.04361068096587058,simulated
Amritsar,2020,6,0.42906341098157497,2403209051484736.0,0.03821956332285317,simulated
Amritsar,2020,7,0.47813882178673717,3682634858582010.0,0.03693942774277838,simulated
Bengaluru,2015,1,0.5465287763215784,5352934950224099.0,0.06062855852750411,simulated
Bengaluru,2015,2,0.27548213407287747,3568029603386858.5,0.03232246950351392,simulated
Bengaluru,2015,3,0.22629967171457485,3059121614717941.0,0.022334732557017796,simulated
Bengaluru,2015,4,0.5798227881037343,2319182437276111.0,0.025062631773952983,simulated
Bengaluru,2015,5,0.2539938923265526,3872100075492250.0,0.03054270443183032,simulated
Bengaluru,2015,6,0.2847810496792972,1553498641504963.2,0.03335317689161186,simulated
Bengaluru,2015,7,0.3889231575985209,1649023990749478.8,0.04486450137375494,simulated
Bengaluru,2015,8,0.5430598631202251,3403523376720741.0,0.03859816041849968,simulated
Bengaluru,2015,9,0.5407341319785983,965087227487015.6,0.02720702084680722,simulated
Bengaluru,2015,10,0.6013686180108063,5156504920700129.0,0.04877315626862212,simulated
Bengaluru,2015,11,0.6892739289155678,3848650978605667.5,0.034317321005772804,simulated
Bengaluru,2015,12,0.6827537953557133,4333957188922478.5,0.07851201088901227,simulated
Bengaluru,2016,1,0.7971621184345413,1401526973547862.2,0.04090565939872641,simulated
Bengaluru,2016,2,0.5374996797790138,3853624908260310.0,0.03930111341041401,simulated
Bengaluru,2016,3,0.318235647492507,3923748117928880.5,0.04991129611718399,simulated
Bengaluru,2016,4,0.22899953001996226,1848750663220573.0,0.03174593779659778,simulated
Bengaluru,2016,5,0.37855503810950014,629414751324108.4,0.04260985159982782,simulated
Bengaluru,2016,6,0.517889328085253,3582080940040660.0,0.0359471895409633,simulated
Bengaluru,2016,7,0.33631667534471005,3614702591691404.5,0.04436279538783757,simulated
Bengaluru,2016,8,0.19918648727195692,3059102734764819.0,0.04326970543262738,simulated
Bengaluru,2016,9,0.5218336964431293,3546371423028573.5,0.0316339691842131,simulated
Bengaluru,2016,10,0.5288039277361746,4662425728712087.0,0.03718371214156313,simulated
Bengaluru,2016,11,0.5338991473614579,2388453770154251.5,0.07837474015938682,simulated
Bengaluru,2016,12,0.2448678539907744,1233335354649470.8,0.05364702261486026,simulated
Bengaluru,2017,1,0.2902741024141434,3269736230245013.0,0.07203664093684144,simulated
Bengaluru,2017,2,0.282691957779867,3740029223437794.0,0.04075465154488045,simulated
Bengaluru,2017,3,0.38410309465059733,3160825606327501.5,0.039619677167819695,simulated
Bengaluru,2017,4,0.19544971307483025,597837870168750.5,0.04025565333160686,simulated
Bengaluru,2017,5,0.35189255619313925,995985582713583.8,0.03839672746343352,simulated
Bengaluru,2017,6,0.3088850308166709,2055082701569630.0,0.021026001594102506,simulated
Bengaluru,2017,7,0.2762095791254829,1134115804081810.5,0.045555158328271186,simulated
Bengaluru,2017,8,0.5351180324023235,3326841418332432.5,0.02752123001814055,simulated
Bengaluru,2017,9,0.40241446593476193,2939049973826433.0,0.04289803896440185,simulated
Bengaluru,2017,10,0.32156774207602784,5938870160396180.0,0.06345739083769467,simulated
Bengaluru,2017,11,0.6054080704686842,6102091026565958.0,0.033396533018524695,simulated
Bengaluru,2017,12,0.9053645579383649,6325059592521148.0,0.061780473813068865,simulated
Bengaluru,2018,1,0.909339983449997,1885563615040980.5,0.04727607472962009,simulated
Bengaluru,2018,2,0.3195513987775825,3940600838539557.0,0.040626432837333325,simulated
Bengaluru,2018,3,0.17137373791932353,2458506562116456.0,0.020157256946992858,simulated
Bengaluru,2018,4,0.45932681384985574,643586680840302.8,0.02747337413792797,simulated
Bengaluru,2018,5,0.5378540676989538,3941070389584246.0,0.036650077111885324,simulated
Bengaluru,2018,6,0.5673247357155775,3639788635655530.5,0.035308465112601314,simulated
Bengaluru,2018,7,0.2738232754399164,1110695375547587.5,0.03859557662133037,simulated
Bengaluru,2018,8,0.43879422153344005,3777095858781470.0,0.021387252211816084,simulated
Bengaluru,2018,9,0.3476558234571559,3161883938440750.0,0.04684768564280637,simulated
Bengaluru,2018,10,0.39445130503857584,5187915323379631.0,0.0468656592249327,simulated
Bengaluru,2018,11,0.8862072391653959,6075624924169063.0,0.03489611127544812,simulated
Bengaluru,2018,12,0.3979036457613424,4473891437083554.5,0.06081579290331245,simulated
Bengaluru,2019,1,0.5410982209004785,3084446349867347.0,0.0390897647175585,simulated
Bengaluru,2019,2,0.20584904069411258,3661797294187670.5,0.04701079565728063,simulated
Bengaluru,2019,3,0.452068887463809,877999600447787.0,0.040803150332608104,simulated
Bengaluru,2019,4,0.3215658865388437,3038413251738029.5,0.03590463068769757,simulated
Bengaluru,2019,5,0.30040401954730517,2179942578875769.2,0.042301958628345876,simulated
Bengaluru,2019,6,0.3025464294771649,2293275806250442.0,0.04850811388480872,simulated
Bengaluru,2019,7,0.5800904023533044,683461025777683.4,0.02723204396602051,simulated
Bengaluru,2019,8,0.3878203036261627,1841834106908218.8,0.021237501081956493,simulated
Bengaluru,2019,9,0.15286950003228034,1665630970803503.2,0.03618114244602134,simulated
Bengaluru,2019,10,0.8172287391077498,5442586171123160.0,0.06461091222637412,simulated
Bengaluru,2019,11,0.4592335131662159,2484323548973068.5,0.0709555094171984,simulated
Bengaluru,2019,12,0.7526420274935308,4954174240095014.0,0.036762660266154844,simulated
